Scenario,Year,Metal,Technology,"Climate change, ecosystem quality, long term","Climate change, ecosystem quality, short term","Climate change, human health, long term","Climate change, human health, short term",Fisheries impact,Freshwater acidification,"Freshwater ecotoxicity, long term","Freshwater ecotoxicity, short term",Freshwater eutrophication,"Human toxicity cancer, long term","Human toxicity cancer, short term","Human toxicity non-cancer, long term","Human toxicity non-cancer, short term","Ionizing radiations, ecosystem quality","Ionizing radiations, human health","Land occupation, biodiversity","Land transformation, biodiversity","Marine acidification, long term","Marine acidification, short term","Marine ecotoxicity, long term","Marine ecotoxicity, short term",Marine eutrophication,Ozone layer depletion,Particulate matter formation,"Photochemical ozone formation, ecosystem quality","Photochemical ozone formation, human health",Terrestrial acidification,"Terrestrial ecotoxicity, long term","Terrestrial ecotoxicity, short term",Thermally polluted water,"Water availability, freshwater ecosystem","Water availability, human health","Water availability, terrestrial ecosystem",Total human health,Total ecosystem quality
SPS,2022,Aluminium,Electricity Networks,45619090617.45464,13572769294.653625,614807.2244756516,182919.83836389054,0.004427911917583527,1008026481.8268933,12887028634.139828,5384059891.030809,2408265.0293137487,669.645656878552,10387.54377902009,19845.871361690068,6263.580133487963,5.010238238830879,78.24969851485832,895414931.7340134,1749917753.9827814,15543330655.652407,1687235417.924759,6486.234814789067,5496.94271501547,57767627.06343378,1.1744154740969004,126571.10232825053,1769105296.3065903,180.49829778101648,6379732448.801584,236803522.98482847,200638406.16574904,30229434.682657145,177605.23618391156,21693.128490678966,4262035.651267336,983417.8581906781,107028011095.58296
SPS,2030,Aluminium,Electricity Networks,46094906747.39259,13574178518.560514,621219.7851362325,182938.83051584964,0.008513976121124527,1155014393.4273393,15135718737.884287,4938482215.069732,2767691.348509291,819.5325848422458,13415.962222480062,24749.418505012018,9060.231316030495,6.688723868665379,109.7338589203328,1105259375.9059253,3054832107.2950773,15463345843.561,1678543842.182054,8464.224204603155,7342.396023221125,63166054.797796935,1.4199014320921568,121205.82216317506,1887611726.6453736,192.08649453890672,7284086334.328855,309007361.9839038,267997450.71926123,37216165.68930812,198518.7136694789,24247.550668872893,3940294.170675615,997960.3751238957,112056290080.22389
SPS,2040,Aluminium,Electricity Networks,33732303380.544037,9821404335.598248,454609.32084767305,132362.79614337193,0.009049792972532122,968893482.5065061,12945563011.574608,3251354211.7648,2392517.5650553755,719.9059777658349,12403.959105649457,22048.73401815811,8882.05110793077,5.945113477751086,100.44510684384862,1025519224.0667979,3583749836.692212,11107729496.115997,1205734873.4179199,7851.687656953601,6991.256096801694,51324542.81469501,1.2248978647041278,92073.605529849,1495632642.0000992,151.92531656616663,6094734879.770476,286638743.72808117,255180843.46548936,30095210.351808593,159536.8414913118,19486.211532052606,2587945.562586426,742840.181339249,85861014285.56897
SPS,2050,Aluminium,Electricity Networks,24737518860.244118,7088275765.182519,333386.8581876932,95528.497627102,0.008986163549434488,838629717.6006653,11352023214.89495,1979047850.279388,2071489.1434298952,647.6011928535836,11586.764948776701,20099.468920422376,8760.150192895531,5.3714684650307545,94.11915170631438,963559926.8934681,3640729555.1512313,7949113892.592658,862862490.026027,7457.280451076867,6822.061899442074,42629312.88617809,1.05069461195955,73457.00839439183,1213894492.2915807,123.10452633396196,5261147766.313039,272234517.7243134,249005255.28270826,29310053.652333163,134643.80355086923,16445.71631810069,1643285.2152686387,560130.3418933265,66483846976.72472
SPS,2022,Arsenic,Solar PV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPS,2030,Arsenic,Solar PV,323824.73204017105,98285.36859220173,4.364176976394988,1.3245892073060817,5.412665925362109e-07,10746.475699758248,241913.8951881618,37000.210178609654,181.55891753202758,0.019234985057728807,2.4467507144703835,0.9971656638906301,0.763864191703687,0.00022463304508753967,0.003107035253774996,27120.156596505076,52594.38245161216,116535.44552835517,12649.777127621277,0.132875423719694,0.2572748034260881,1391.049600154062,9.646668400306592e-05,0.7059709983736526,28889.711024359338,0.0029434812153980704,70622.36243344485,4850.525682599711,9390.530095490287,314.50669207177026,7.998390191005456,0.9769425150977895,121.60167426862189,11.604842329974417,1036440.6840572495
SPS,2040,Arsenic,Solar PV,7792669.678993124,2373836.2878878405,105.02159419339932,31.992126312214396,1.821920161880564e-05,306700.686683711,7700002.193299013,992209.1836657805,6139.558655061846,0.6222022544825889,82.15194242593645,32.85439088219353,25.570231282492895,0.005273073671622669,0.07182570003329598,943505.0046138841,1994087.3102317166,2796053.783685751,303505.3908657233,4.250923850036397,8.729060536643718,43651.24288462695,0.00317862780609455,19.360180806348616,861251.1628743517,0.08773507926654907,2026533.9511732692,155176.29539247064,318610.7016694462,9781.029911356283,245.0652049349883,29.93285048053258,3701.7997964298115,327.6682612644345,28627673.45700785
SPS,2050,Arsenic,Solar PV,7632885.873829955,2322596.9726318857,102.86819226296387,31.301575473860737,2.5112970828464243e-05,363102.71106232103,9707017.671501061,972050.0871624381,8085.657656412062,0.7881427996389694,107.53122886043059,42.25043586162271,33.1696820862639,0.004674633905701615,0.06319676256385197,1317331.6708637918,2720967.9948377702,2730974.9204902155,296438.61558879283,5.297110766705344,11.545077571637286,55117.54694677254,0.004075579255039194,21.69481821326198,1051654.5520477435,0.10724782065219274,2409096.6284233397,193365.92100858054,421395.32070061786,12191.266219762896,302.4842032411834,36.94614431589798,4629.371140927958,376.7247443062697,32219222.27145498
SPS,2022,Boron,Wind,189626.3922175381,57258.70350704661,2.5555896543019934,0.7716739711959053,8.18777849463204e-08,12816.778011884058,103666.2162092293,15175.538284424432,51.232007411113116,0.007735616804984975,0.09057138526377438,0.27528479456617505,0.17037851097139037,4.252350621762778e-05,0.0006516665658864371,10866.009400556897,19016.295714479173,68562.34807659814,7442.450949517948,0.07608624295985446,0.14179533773022232,671.5671571510392,1.3947116376666029e-05,0.6265772557671427,18939.57851003699,0.001921374704952966,80512.2335506433,2777.283695294209,5175.529714099852,88.49958264986847,2.330954347777947,0.28470834114352783,69.29775391388458,4.785106515180942,592718.5064068378
SPS,2030,Boron,Wind,326808.40019771573,98655.53542741135,4.404387789683909,1.329577935610984,2.118288561153475e-07,24407.08504934456,199330.57652153037,25926.418790096333,102.2954847251471,0.015049679837514653,0.18081199436054707,0.5389237974663694,0.33881064729560634,7.687050315870393e-05,0.0011552138292428395,21881.917585994528,41014.288738511335,118130.45443068568,12823.032282185493,0.14917394465911277,0.2819276330115908,1266.026563990076,2.686140403786389e-05,1.1227927250869305,35219.70610468993,0.0035696665019409332,153169.10014067203,5445.092633287029,10290.358378029796,159.19571494784634,4.2836535072055995,0.5232156885573431,131.61077852078463,8.458321994095684,1074765.8152118626
